image_path,source,category,body_location,symptoms_description,malignant,split,severity_flag
dataset/train/Nevus/ISIC_7280626.jpg,ISIC_HAM10000,Benign Melanocytic Lesion,"Trunk, Neck, Extremities, Face","Symmetrical, uniform brown/tan pigmented macule or papule with well-defined borders.",0,train,Benign
dataset/train/Nevus/ISIC_3386975.jpg,ISIC_HAM10000,Benign Melanocytic Lesion,"Trunk, Neck, Extremities, Face","Symmetrical, uniform brown/tan pigmented macule or papule with well-defined borders.",0,train,Benign
dataset/train/Nevus/ISIC_9292767.jpg,ISIC_HAM10000,Benign Melanocytic Lesion,"Trunk, Neck, Extremities, Face","Symmetrical, uniform brown/tan pigmented macule or papule with well-defined borders.",0,train,Benign
dataset/train/Nevus/ISIC_2536460.jpg,ISIC_HAM10000,Benign Melanocytic Lesion,"Trunk, Neck, Extremities, Face","Symmetrical, uniform brown/tan pigmented macule or papule with well-defined borders.",0,train,Benign
dataset/train/Nevus/ISIC_7150949.jpg,ISIC_HAM10000,Benign Melanocytic Lesion,"Trunk, Neck, Extremities, Face","Symmetrical, uniform brown/tan pigmented macule or papule with well-defined borders.",0,train,Benign
dataset/train/Nevus/ISIC_3866514.jpg,ISIC_HAM10000,Benign Melanocytic Lesion,"Trunk, Neck, Extremities, Face","Symmetrical, uniform brown/tan pigmented macule or papule with well-defined borders.",0,train,Benign
dataset/train/Nevus/ISIC_6943045.jpg,ISIC_HAM10000,Benign Melanocytic Lesion,"Trunk, Neck, Extremities, Face","Symmetrical, uniform brown/tan pigmented macule or papule with well-defined borders.",0,train,Benign
dataset/train/Nevus/ISIC_8184620.jpg,ISIC_HAM10000,Benign Melanocytic Lesion,"Trunk, Neck, Extremities, Face","Symmetrical, uniform brown/tan pigmented macule or papule with well-defined borders.",0,train,Benign
dataset/train/Nevus/ISIC_0320077.jpg,ISIC_HAM10000,Benign Melanocytic Lesion,"Trunk, Neck, Extremities, Face","Symmetrical, uniform brown/tan pigmented macule or papule with well-defined borders.",0,train,Benign
dataset/train/Nevus/ISIC_0855533.jpg,ISIC_HAM10000,Benign Melanocytic Lesion,"Trunk, Neck, Extremities, Face","Symmetrical, uniform brown/tan pigmented macule or papule with well-defined borders.",0,train,Benign
dataset/train/Nevus/ISIC_7347471.jpg,ISIC_HAM10000,Benign Melanocytic Lesion,"Trunk, Neck, Extremities, Face","Symmetrical, uniform brown/tan pigmented macule or papule with well-defined borders.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0030095.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0031037.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0029291.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0027310.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0032303.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0029161.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0035533.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0028881.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0035612.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0030323.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0034070.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0035584.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0028343.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0032215.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0028972.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0032445.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0027287.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0032570.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0032063.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0035180.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0031394.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0027916.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0029687.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0035753.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Pigmented Benign Keratosis/ISIC_0035471.jpg,ISIC_HAM10000,Benign Skin Lesion,"Trunk, Face, Back, Neck","Well-demarcated stuck-on pigmented plaque, verrucous or waxy surface, follicular plugging.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_5805361.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0063368.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0066288.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_8272399.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0068681.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0069312.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0067596.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_8672974.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0063888.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_3895185.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0063105.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0068365.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0061513.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_1692768.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0066896.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0063818.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_5708658.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0061423.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_4164859.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0062961.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0065810.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_7343496.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_0062581.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_4323935.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Seborrheic Keratosis/ISIC_6284148.jpg,ISIC_HAM10000,Benign Skin Lesion,"Chest, Back, Shoulders, Face","Waxy, stuck-on hyperkeratotic plaque, brown to black, dull surface with horn pseudocysts.",0,train,Benign
dataset/train/Squamous Cell Carcinoma/ISIC_0068556.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0071631.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_7043369.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0066274.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0013263.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0012857.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0066688.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_2869797.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_3867890.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_3247622.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_7656000.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0062493.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0066491.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0072546.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0066259.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0069746.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_8095537.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_1309231.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0023177.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0066856.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0014023.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0054606.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0014241.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_0013156.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
dataset/train/Squamous Cell Carcinoma/ISIC_4970724.jpg,ISIC_HAM10000,Non-Melanoma Skin Cancer (Malignant),"Lower lip, Ears, Face, Scalp, Dorsal hands","Hyperkeratotic, crusted, firm erythematous plaque or nodule, may ulcerate or bleed easily.",1,train,Malignant
